Unnamed: 0,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Genre,ltable_Score,ltable_Release Date,ltable_Rating,ltable_Directed By,ltable_Written By,ltable_Studio,rtable_Title,rtable_Genre,rtable_Score,rtable_Release Date,rtable_Rating,rtable_Directed By,rtable_Written By,rtable_Studio,label
856,856,A_1255,B_1127,Day of the Dead: Bloodline,Horror,34,2018-01-05,R,Hèctor Hernández Vicens,Mark Tonderai,Nu Boyana Film Studios,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Documentary,87,2015-09-25,NOT RATED,Douglas Tirola,,Magnolia Pictures,0
360,360,A_0511,B_0042,Darkest Hour,Documentary,74,2017-12-22,PG-13,Joe Wright,Anthony McCarten,Perfect World Pictures,Darkest Hour,Drama,85,2017-12-22,PG-13,Joe Wright,Anthony McCarten,Focus Features,1
1247,1247,A_1854,B_2924,The Smurfs 2,Comedy,54,2013-07-31,PG,Raja Gosnell,J. David Stem,Columbia Pictures,The Smurfs 2,Animation,13,2013-07-31,PG,Raja Gosnell,David N. Weiss,Sony Pictures,1
21,PG-13,Otto Bathurst,Joby Harold,Appian Way;Lionsgate;Safehouse Pictures,The Last Of Robin Hood,Drama,30,2014-08-29,R,Richard Glatzer;Wash Westmoreland,Richard Glatzer;Wash Westmoreland,IDP/Samuel goldwyn Films,0
1164,1164,A_1736,B_2113,Pirates of the Caribbean: At World's End,Action;Adventure;Fantasy,71,2007-05-25,PG-13,Gore Verbinski,Ted Elliott;Terry Rossio,Jerry Bruckheimer Films;Second Mate Productions;Walt Disney Pictures,"Norte, the End of History",Drama,91,2014-06-20,NOT RATED,Lav Diaz,Lav Diaz;Rody Vera,Cinema Guild,0
1543,1543,A_2411,B_1358,Queen of the Damned,Drama;Fantasy;Horror,53,2002-02-22,R,Michael Rymer,Anne Rice;Scott Abbott,NPV Entertainment;Village Roadshow Pictures;Warner Bros.,Queen of Earth,Drama;Mystery;Thriller,92,2015-08-26,NOT RATED,Alex Ross Perry,Alex Ross Perry,,0
472,472,A_0679,B_1353,Knock Knock,Drama;Horror;Thriller,49,2015-10-09,R,Eli Roth,Eli Roth;Nicol�s L�pez,Black Bear Pictures;Camp Grey;Dragonfly Entertainment,Knock Knock,Drama;Horror;Mystery;Thriller,35,2015-10-09,R,Eli Roth,Eli Roth;Guillermo Amoedo;NicolÃÂ¡s LÃÂ³pez (III),Lionsgate Premiere,1
14,14,A_0019,B_0382,La casa de papel,Action;Mystery,88,1900-1-1,TV-MA,,�lex Pina,Vancouver Media,The Queen of Spain (La reina de EspaÃÂ±a),Comedy;Drama;Film-Noir,29,2017-08-18,NOT RATED,Fernando Trueba,Fernando Trueba,,0
857,857,A_1255,B_2700,Day of the Dead: Bloodline,Horror,34,2018-01-05,R,Hèctor Hernández Vicens,Lars Jacobson;Mark Tonderai,Nu Boyana Film Studios,Day of the Flowers,Comedy;Drama;Romance,58,1900-1-1,NOT RATED,John Roberts,Eirene Houston,,0
1841,1841,A_2873,B_1864,Wild,Adventure;Documentary;Drama,71,2014-12-19,R,Jean-Marc Vall�e,Cheryl Strayed;Nick Hornby,Bob Industries;Fox Searchlight Pictures;Pacific Standard,Wild,Drama,90,2014-12-03,R,Jean-Marc VallÃ©e,Nick Hornby,20th Century Fox,1
1255,1255,A_1872,B_0934,Me Before You,Drama;Romance,74,2016-06-03,PG-13,Thea Sharrock,Jojo Moyes;Jojo Moyes,Metro-Goldwyn-Mayer (MGM);New Line Cinema;Sunswept Entertainment,Me Before You,Drama,56,2016-06-03,PG-13,Thea Sharrock,Jojo Moyes,Warner Bros. Pictures,1
285,285,A_0432,B_1208,Life,Horror;Sci-Fi;Thriller,66,2017-03-24,R,Daniel Espinosa,Paul Wernick;Rhett Reese,Columbia Pictures;LStar Capital;Skydance Media,Life,Drama,63,2015-12-04,R,Anton Corbijn,Luke Davies,,1
737,737,A_1063,B_1493,Furious 7,Action;Thriller,72,2015-04-03,PG-13,James Wan,Chris Morgan;Gary Scott Thompson,China Film Co.;Media Rights Capital (MRC);Universal Pictures,Furious 7,Action;Adventure;Mystery;Thriller,80,2015-04-03,PG-13,James Wan,Chris Morgan,Universal Pictures,1
959,959,A_1447,B_1931,The Last of the Mohicans,Action;Adventure;Drama,78,1992-09-25,R,Michael Mann,James Fenimore Cooper;John L. Balderston,Morgan Creek Entertainment Group,The Last Of Robin Hood,Drama,30,2014-08-29,R,Richard Glatzer;Wash Westmoreland,Richard Glatzer;Wash Westmoreland,IDP/Samuel goldwyn Films,0
565,565,A_0804,B_0751,The Magnificent Seven,Action;Adventure;Western,69,2016-09-23,PG-13,Antoine Fuqua,Akira Kurosawa;Shinobu Hashimoto,Columbia Pictures;LStar Capital;Metro-Goldwyn-Mayer (MGM),The Magnificent Seven,Action;Adventure;Drama;Western,63,2016-09-23,PG-13,Antoine Fuqua,Nic Pizzolatto;Richard Wenk,,1
101,101,A_0199,B_1147,Star Wars: Rebels,Action;Adventure;Animation,80,1900-1-1,TV-Y7,,Carrie Beck;Dave Filoni;Simon Kinberg,CGCG Inc. (I);Disney XD;Disney-ABC Domestic Television,Star Wars: Episode VII - The Force Awakens,Action;Adventure;Fantasy;Sci-Fi,93,2015-12-18,PG-13,J.J. Abrams,J.J. Abrams;Lawrence Kasdan;Michael Arndt,Walt Disney Pictures,0
1773,1773,A_2727,B_1092,Deadpool,Action;Adventure;Animation,0,1900-1-1,NOT RATED,,,ABC Signature Studios;FX Productions;Fox Television Animation,Deadpool,Action;Adventure;Comedy;Fantasy;Sci-Fi,83,2016-02-12,R,Tim Miller,Paul Wernick;Rhett Reese,20th Century Fox,1
1552,1552,A_2414,B_2244,Legend of Cambria,Fantasy,80,1900-1-1,NOT RATED,,,Pull The Trigger Productions,Supermensch: The Legend of Shep Gordon,Documentary,77,2014-06-06,R,Beth Aala;Mike Myers,,Radius-TWC,0
267,267,A_0407,B_1435,The Lord of the Rings: The Return of the King,Adventure;Drama;Fantasy,89,2003-12-17,PG-13,Peter Jackson,Fran Walsh;J.R.R. Tolkien,New Line Cinema;The Saul Zaentz Company;WingNut Films,Drug Lord: The Legend Of Shorty,Documentary,63,2014-03-01,NOT RATED,Angus MacQueen;Guillermo Galdos,Angus MacQueen,,0
962,962,A_1455,B_0590,Star Wars: Episode II - Attack of the Clones,Action;Adventure;Fantasy,66,2002-05-16,PG,George Lucas,George Lucas;Jonathan Hales,Lucasfilm,Rogue One: A Star Wars Story,Action;Adventure;Drama;Fantasy;Sci-Fi,85,2016-12-16,PG-13,Gareth Edwards (V),Chris Weitz;George Lucas;Tony Gilroy,Walt Disney Pictures,0
396,396,A_0595,B_0123,The Snowman,Drama;Mystery,51,2017-10-20,R,Tomas Alfredson,Hossein Amini;Peter Straughan,Another Park Film;Perfect World Pictures;Universal Pictures,The Snowman,Drama;Mystery;Thriller,8,2017-10-20,R,Tomas Alfredson,Hossein Amini;Peter Straughan,Universal Studios,1
1743,1743,A_2711,B_1064,My Life as a Zucchini,Animation;Comedy;Drama,78,2017-02-24,PG-13,Claude Barras;Michael Sinterniklaas,C�line Sciamma;Gilles Paris,Blue Spirit Animation;G�b�ka Films;Rita Productions,One More Time (When I Live My Life Over Again),Comedy;Drama;Musical,50,2016-04-08,NOT RATED,Robert Edwards,Robert Edwards,,0
943,943,A_1416,B_2267,Transformers: Age of Extinction,Action;Adventure;Sci-Fi,57,2014-06-27,PG-13,Michael Bay,Ehren Kruger,Di Bonaventura Pictures;Hasbro;Paramount Pictures,Transformers: Age of Extinction,Action;Adventure;Fantasy;Sci-Fi,18,2014-06-27,PG-13,Michael Bay,Ehren Kruger,Paramount Pictures,1
188,188,A_0291,B_0039,The Last Man on Earth,Action;Comedy;Drama,74,1900-1-1,TV-14,,Will Forte,"20th Century Fox Television;Lord Miller;Si Fi Company, The",The Man From Earth: Holocene,Drama,60,2017-10-13,NOT RATED,Richard Schenkman,Emerson Bixby;Richard Schenkman,Falling Sky Entertainment,0
1234,1234,A_1848,B_1421,Middle School: The Worst Years of My Life,Animation;Comedy;Family,61,2016-10-07,PG,Steve Carr,Chris Bowman;Hubbel Palmer,CBS Films;James Patterson Entertainment;Participant Media,Winning: The Racing Life Of Paul Newman,Documentary,90,2015-05-08,NOT RATED,Adam Carolla;Nate Adams,Adam Carolla;Nate Adams,FilmBuff,0
1149,1149,A_1731,B_1751,The Secret Life of Walter Mitty,Adventure;Comedy;Drama,73,2013-12-25,PG,Ben Stiller,Steve Conrad;Steve Conrad,Samuel Goldwyn Films;TSG Entertainment;Twentieth Century Fox,Magician: The Astonishing Life and Work of Orson Welles,Documentary,72,2014-12-10,PG-13,Chuck Workman,,Cohen Media Group,0
1075,1075,A_1627,B_2607,Tourism Australia: Dundee - The Son of a Legend Returns Home,Comedy,82,2018-02-04,NOT RATED,Steve Rogers,,Rimfire Films,The Legend of Hercules,Action;Adventure;Fantasy;Sci-Fi,3,2014-01-10,PG-13,Renny Harlin,Daniel Giat;Sean Hood,Lionsgate Films,0
1651,1651,A_2579,B_2196,The Secret Life of the American Teenager,Comedy;Drama;Family,51,1900-1-1,TV-14,,Brenda Hampton,Brendavision,Life Of Crime,Comedy;Drama,65,2014-08-29,R,Daniel Schechter,Daniel Schechter,Roadside Atrractions,0
1349,1349,A_2022,B_1358,Journey to the Center of the Earth,Action;Adventure;Family,58,2008-07-11,PG,Eric Brevig,Jennifer Flackett;Michael D. Weiss,Mel's Cite du Cinema;New Line Cinema;Walden Media,Queen of Earth,Drama;Mystery;Thriller,92,2015-08-26,NOT RATED,Alex Ross Perry,Alex Ross Perry,,0
226,226,A_0380,B_0801,I Am Number Four,Action;Adventure;Sci-Fi,61,2011-02-18,PG-13,D.J. Caruso,Alfred Gough;Miles Millar,Bay Films;DreamWorks;Reliance Big Entertainment,I Am Bolt,Documentary,85,1900-1-1,PG,Benjamin Turner;Gabe Turner,,,0
233,233,A_0380,B_2182,I Am Number Four,Action;Adventure;Sci-Fi,61,2011-02-18,PG-13,D.J. Caruso,Alfred Gough;Miles Millar,Bay Films;DreamWorks;Reliance Big Entertainment,I am Yours,Drama,100,1900-1-1,NOT RATED,Iram Haq,Iram Haq,,0
941,941,A_1416,B_1527,Transformers: Age of Extinction,Action;Adventure;Sci-Fi,57,2014-06-27,PG-13,Michael Bay,Ehren Kruger,Di Bonaventura Pictures;Hasbro;Paramount Pictures,The Age of Adaline,Drama;Fantasy;Sci-Fi,56,2015-04-24,PG-13,Lee Toland Krieger,Allison Burnett;J. Mills Goodloe;Salvador Paskowitz,Lionsgate,0
1248,1248,A_1855,B_0336,Mary Queen of Scots,Documentary;Drama,0,2018-11-02,NOT RATED,Josie Rourke,Beau Willimon;John Guy,Focus Features;Perfect World Pictures;Working Title Films,Queen of the Desert,Drama,17,2017-04-07,PG-13,Werner Herzog,Werner Herzog,IFC Films,0
1900,1900,A_2939,B_0552,I Am the Pretty Thing That Lives in the House,Horror;Thriller,46,2016-10-28,NOT RATED,Oz Perkins,Oz Perkins,Go Insane Films;Paris Film;Zed Filmworks,I Am Heath Ledger,Documentary,88,2017-05-03,NOT RATED,Adrian Buitenhuis;Derik Murray,,Fathom Events,0
1844,1844,A_2880,B_1434,Prince of Persia: The Sands of Time,Action;Adventure;Fantasy,66,2010-05-28,PG-13,Mike Newell,Boaz Yakin;Doug Miro,Jerry Bruckheimer Films;Walt Disney Pictures,Seeds Of Time,Documentary,67,2015-05-22,NOT RATED,Sandy McLeod,,,0
1046,1046,A_1596,B_1199,Love,Drama;Romance,60,2015-10-30,NOT RATED,Gaspar Noé,Gaspar Noé,Les Cinémas de la Zone;RT Features;Rectangle Productions,Love,Drama;Film-Noir,39,2015-10-30,NOT RATED,Gaspar NoÃÂ©,Gaspar NoÃÂ©,,1
1896,1896,A_2931,B_0455,Resident Evil: Extinction,Action;Horror;Sci-Fi,63,2007-09-21,R,Russell Mulcahy,Paul W.S. Anderson,Constantin Film;Davis-Films;Screen Gems,Resident Evil: Vendetta,Animation;Mystery;Thriller,50,2017-06-19,R,Takanori Tsujimoto,Makoto Fukami,,0
1206,1206,A_1801,B_2481,I Know What You Did Last Summer,Horror;Mystery;Thriller,57,1997-10-17,R,Jim Gillespie,Kevin Williamson;Lois Duncan,Mandalay Entertainment;Summer Knowledge LLC,What Richard Did,Drama,94,2013-05-10,NOT RATED,Lenny Abrahamson,Malcolm Campbell,Tribeca Films,0
710,710,A_1015,B_0766,The Lion King 2: Simba's Pride,Adventure;Animation;Family,65,1998-10-26,G,Darrell Rooney;Rob LaDuca,Cindy Marcus;Flip Kobler,Disneytoon Studios;Walt Disney Animation Australia;Walt Disney Pictures,The Monkey King 2 (San Da Bai Gu Jing),Action;Adventure;Fantasy;Film-Noir;Sci-Fi,100,2014-01-25,NOT RATED,,,,0
1333,1333,A_1978,B_2011,National Treasure: Book of Secrets,Action;Adventure;Family,65,2007-12-21,PG,Jon Turteltaub,Cormac Wibberley;Marianne Wibberley,Jerry Bruckheimer Films;Junction Entertainment;Walt Disney Pictures,The Book of Life,Animation;Romance,82,2014-10-17,PG,Jorge R. Gutierrez,Douglas Langdale;Jorge R. Gutierrez,20th Century Fox,0
1632,1632,A_2558,B_2352,Aftermath,Drama;Thriller,57,2017-04-07,R,Elliott Lester,Javier Gullón,Emmett/Furla/Oasis Films (EFO Films);Hat and Cat Productions;Ingenious Media,Aftermath,Action;Adventure;Mystery;Thriller,47,2014-07-18,R,Peter Engert,Christian McDonald,,1
802,802,A_1163,B_0717,Never Let Me Go,Drama;Romance;Sci-Fi,72,2010-10-15,R,Mark Romanek,Alex Garland;Kazuo Ishiguro,DNA Films;Film4;Fox Searchlight Pictures,Jack Reacher: Never Go Back,Action;Adventure;Drama,37,2016-10-21,PG-13,Edward Zwick,Edward Zwick;Marshall Herskovitz;Richard Wenk,Paramount Pictures,0
1809,1809,A_2796,B_1402,Trainwreck,Comedy;Drama;Romance,62,2015-07-17,R,Judd Apatow,Amy Schumer,Apatow Productions;Dentsu;Universal Pictures,Trainwreck,Comedy,86,2015-07-17,R,Judd Apatow,Amy Schumer,Universal Pictures,1
518,518,A_0734,B_1134,Miraculous: Tales of Ladybug & Cat Noir,Action;Adventure;Animation,82,1900-1-1,TV-Y7,,,Method Animation;Toei Animation;Zagtoon,Tale of Tales (Il racconto dei racconti),Fantasy;Horror;Sci-Fi,82,2016-04-22,R,Matteo Garrone,Edoardo Albinati;Massimo Gaudioso;Matteo Garrone;Ugo Chiti,,0
180,180,A_0281,B_2745,King Arthur: Legend of the Sword,Action;Adventure;Drama,68,2017-05-12,PG-13,Guy Ritchie,Guy Ritchie;Joby Harold,Village Roadshow Pictures;Warner Bros.;Weed Road Pictures,Fists Of Legend,Action;Adventure;Drama,71,2013-04-12,R,Woo-Suk Kang,Jang Min-seok,CJ Entertainment America,0
1152,1152,A_1731,B_2011,The Secret Life of Walter Mitty,Adventure;Comedy;Drama,73,2013-12-25,PG,Ben Stiller,Steve Conrad;Steve Conrad,Samuel Goldwyn Films;TSG Entertainment;Twentieth Century Fox,The Book of Life,Animation;Romance,82,2014-10-17,PG,Jorge R. Gutierrez,Douglas Langdale;Jorge R. Gutierrez,20th Century Fox,0
1961,1961,A_2978,B_2048,The Wonderful World of Disney,Action;Adventure;Animation,73,1900-1-1,NOT RATED,,Dick Clair;Jenna McMahon,Walt Disney Television,The Expedition to the End of the World,Documentary,83,2014-08-20,NOT RATED,Daniel Dencik,Daniel Dencik;Janus Metz,Argot Pictures,0
1192,1192,A_1789,B_0487,Berlin Syndrome,Drama;Horror;Mystery,63,2017-05-26,R,Cate Shortland,Melanie Joosten;Shaun Grant,Aquarius Films;DDP Studios;Entertainment One,Berlin Syndrome,Drama;Film-Noir;Mystery;Thriller,73,2017-05-26,R,Cate Shortland,Shaun Grant (II),,1
1966,1966,A_2997,B_1058,45 Years,Drama;Romance,71,2015-08-28,R,Andrew Haigh,Andrew Haigh;David Constantine,"BFI Film Fund;British Film Institute (BFI);Bureau, The",45 Years,Drama,97,2015-12-23,R,Andrew Haigh,Andrew Haigh,Sundance Selects,1
270,270,A_0407,B_2448,The Lord of the Rings: The Return of the King,Adventure;Drama;Fantasy,89,2003-12-17,PG-13,Peter Jackson,Fran Walsh;J.R.R. Tolkien,New Line Cinema;The Saul Zaentz Company;WingNut Films,BB King: The Life of Riley,Documentary;Musical,86,2014-05-21,NOT RATED,Jon Brewer,,Syndctd Entertainment,0
1279,1279,A_1911,B_0608,The Book of Eli,Action;Adventure;Drama,69,2010-01-15,R,Albert Hughes;Allen Hughes,Gary Whitta,Alcon Entertainment;Silver Pictures,The Book Of Love,Drama,8,2017-01-13,PG-13,Bill Purple,Bill Purple;Robbie Pickering,,0
645,645,A_0923,B_0744,Miss Peregrine's Home for Peculiar Children,Adventure;Drama;Family,67,2016-09-30,PG-13,Tim Burton,Jane Goldman;Ransom Riggs,Chernin Entertainment;TSG Entertainment;Twentieth Century Fox,Miss Peregrine's Home for Peculiar Children,Family;Fantasy;Sci-Fi,63,2016-09-30,PG-13,Tim Burton,Jane Goldman,20th Century Fox,1
503,503,A_0724,B_0801,I Am Legend,Drama;Horror;Sci-Fi,72,2007-12-14,PG-13,Francis Lawrence,Akiva Goldsman;Mark Protosevich,Village Roadshow Pictures;Warner Bros.;Weed Road Pictures,I Am Bolt,Documentary,85,1900-1-1,PG,Benjamin Turner;Gabe Turner,,,0
611,611,A_0889,B_0145,The Space Between Us,Adventure;Drama;Romance,64,2017-02-03,PG-13,Peter Chelsom,Allan Loeb;Stewart Schill,Los Angeles Media Fund (LAMF);STX Entertainment;Southpaw Entertainment (I),The Mountain Between Us,Drama;Romance,41,2017-10-06,PG-13,Hany Abu-Assad,Chris Weitz;J. Mills Goodloe,20th Century Fox,0
1626,1626,A_2551,B_0291,War of the Worlds,Adventure;Sci-Fi;Thriller,65,2005-06-29,PG-13,Steven Spielberg,David Koepp;Josh Friedman,Amblin Entertainment;DreamWorks;Paramount Pictures,God of War,Action;Adventure;Drama;Film-Noir,78,2017-06-02,NOT RATED,Gordon Chan,Frankie Tam;Maria Wong;Wu Mengzhang;Xiong Zhaozheng,Well Go USA Entertainment,0
1897,1897,A_2931,B_0524,Resident Evil: Extinction,Action;Horror;Sci-Fi,63,2007-09-21,R,Russell Mulcahy,Paul W.S. Anderson,Constantin Film;Davis-Films;Screen Gems,Resident Evil: The Final Chapter,Action;Adventure;Fantasy;Horror;Sci-Fi,36,2017-01-27,R,Paul W.S. Anderson,Paul W.S. Anderson,Sony Pictures,0
1391,1391,A_2100,B_1127,Night of the Living Dead,Horror,79,1968-10-04,NOT RATED,George A. Romero,George A. Romero;John A. Russo,Image Ten;Laurel Group;Market Square Productions,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Documentary,87,2015-09-25,NOT RATED,Douglas Tirola,,Magnolia Pictures,0
49,49,A_0080,B_0321,The Death of Stalin,Comedy,72,2018-03-09,R,Armando Iannucci,Armando Iannucci;David Schneider,Gaumont;Main Journey;Quad Productions,The Death and Life of Marsha P. Johnson,Documentary,96,2017-10-06,NOT RATED,David France,David France;Mark Blaney,Netflix,0
1323,1323,A_1961,B_1995,House of Wax,Horror;Mystery;Thriller,53,2005-05-06,R,Jaume Collet-Serra,Chad Hayes;Charles Belden,Dark Castle Entertainment;Village Roadshow Pictures;Warner Bros.,Thunder and the House of Magic,Action;Adventure;Animation;Family;Film-Noir,71,2014-09-05,NOT RATED,Ben Stassen;Jeremie Degruson;Jeremy Degruson,Ben Stassen;Dominic Paris;Domonic Paris;James Flynn,Shout! Factory,0
1691,1691,A_2667,B_0321,The Tree of Life,Drama;Fantasy,68,2011-05-17,PG-13,Terrence Malick,Terrence Malick,Brace Cove Productions;Cottonwood Pictures;River Road Entertainment,The Death and Life of Marsha P. Johnson,Documentary,96,2017-10-06,NOT RATED,David France,David France;Mark Blaney,Netflix,0
1275,1275,A_1898,B_1923,Horrible Bosses 2,Action;Comedy,63,2014-11-26,R,Sean Anders,John Morris;Sean Anders,BenderSpink;New Line Cinema;RatPac Entertainment,Horrible Bosses 2,Comedy,34,2014-11-26,R,Sean Anders,John Morris (XIX);Jonathan Goldstein;Sean Anders,Warner Bros. Pictures,1
840,840,A_1218,B_0244,The Rift: Dark Side of the Moon,Horror;Sci-Fi;Thriller,36,2016-04-28,NOT RATED,Dejan Zecevic,Barry Keating;Milan Konjevic,BBO Star;Morein Group;Viktorija Film,From the Land of the Moon (Mal de pierres),Drama;Film-Noir;Romance,32,2017-07-28,R,Nicole Garcia,Jacques Fieschi;Nicole Garcia,IFC Films,0
321,321,A_0472,B_1925,Big Hero 6,Action;Adventure;Animation,78,2014-11-07,PG,Chris Williams;Don Hall,Jordan Roberts;Robert L. Baird,FortyFour Studios;Walt Disney Animation Studios;Walt Disney Pictures,Big Hero 6,Animation;Family,89,2014-11-07,PG,Chris Williams (IX);Don Hall,Daniel Gerson;Jordan Roberts,Walt Disney Pictures,1
1189,1189,A_1772,B_1881,Outcast,Drama;Horror,75,1900-1-1,TV-MA,,Robert Kirkman,Circle of Confusion;Fox International Studios;Skybound Entertainment,Outcast,Action;Adventure,5,2015-02-06,NOT RATED,Nicholas Powell,James Dormer,Eone Films,1
